24.92 28.96 29.58 30.42 32.67 29.31 2.53
30.28 29.37 29.20 28.97 28.38 29.24 0.62
0.38 0.35 0.33 0.31 0.26 0.33 0.04
0.32 0.32 0.33 0.33 0.35 0.33 0.01
