29.50 29.50 30.69 30.87 30.52 30.22 0.60
30.43 30.32 29.97 29.99 30.05 30.15 0.19
0.34 0.27 0.27 0.28 0.27 0.28 0.03
0.27 0.29 0.30 0.29 0.29 0.29 0.01
